,text,sentiment
5776,gopdebate go back reality,0
5777,becky yeh realdonaldtrump showed lack tact respect gopdebate politician certainly,0
5778,anomaly jeb bush talking isis created psst brother culprit gopdebate,0
5779,someone told randpaul camera cat fight chrischristie last night good look gopdebate,0
5781,rob guillory gotta say chris christie said first act president would rename washington dc suplex city usa,1
5782,nayaknomi white supremacy party st debate reinforces fact many people country really believe us expen,0
5783,may getting new california lifestyle watch gopdebate really feel like missed much,0
5784,chrischristie disapproval ratings high wait till bridgegate trial fall gopdebate foxnews http co r ctplw,1
5785,cenkuygur trump sounds like bully republican voters love sounds like strength gopdebate,0
5786,worry zombies conservatives become walking dead eating gopdebate foxnewsdebate,0
5787,gun deaths us expected surpass year issue gopdebate raise gun control,0
5788,icebergslim well donaltrump like truth fox focus group conducted frankluntz http co zk ajhqvxc gopde,0
5789,thought realbencarson well last night idea benshapiro talking fool runbenrun gopdebate,1
5790,loved watching gopdebate last night need reset brain check newest youtube video https co gosnzvoetd lt july,1
5791,people watch gopdebate see trump realize holy crap tedcruz effing man,1
5793,reading lot polls tweets lastnight gop debate one winners logic gopdebate,0
5794,maclethal fuck gopdebate dr dre new album compton,0
5795,fox news loves loathe trump money bank ratings gopdebate demonstrate cnn working overtime maintain momentum,0
5798,virgiltexas hands jim gilmore debate impressive resume gopdebate http co wjcpql jor,1
5800,seriously look single candidate stage see president gopdebate,0
5801,thebaxterbean scott walker staff sent racist email ferguson officials gopdebate http co zvzmubfbbk http co hgqti htg ht,0
5804,thebaxterbean marco rubio vowed take away women abortion rights home amp around world http co za fgay gopdebate ht,1
5806,best thing dollywood announcement none friends talking gopdebate,0
5807,britney spears moderating gopdebate last night,0
5808,fox news actually asking tough questions surprised gopdebate watchparty rosieodonnell https co popya qrv,1
5809,zigzagoonsquad oh fuck social issues next time play im christian nana na booboo gopdebate,0
5811,gopdebate watched knew going greatest circus act show earth r laughing stock world,0
5813,incredible amount people angry gopdebate fox news amazing think would change,0
5814,ambervanbee presidential debates begin gopdebate presidentialdebate primaries secretlylovepolitics gohomedonald,0
5815,crutch exactly feel blacklivesmatter hardly worth discussing wow gopdebacle gopdebate,0
5816,megynkelly believing fans say amp losing touch w reality sorry woefully unnewsworty moderation job gopdebate,0
5817,marco rubio constitutional right choose egregiously flawed decision http co u wrh mxn gopdebate http co yefojmjxdo,0
5818,zigzagoonsquad constitution written back priests induced miscarriages women caught cheating gopd,0
5819,true disrespected cruz eve gopdebate mag timthejarhead jamesrosenfnc theusdesigns http co w xiptcj g,0
5820,mention climatechange sealevelrise gopdebate last night busy saying nasty things potus amp hillary,0
5822,americans amer important questions asked faux news climate inequality cut vets dems let slide go,0
5823,vote today would realdonaldtrump gopdebate leader dominated saw ceo panel ceo country,1
5825,gopdebate straight privilegeporn loved,1
5827,lowrancc borrowing minute gotta stop somewhere standwithrand gopdebate http co ukcfcefb,1
5829,thrmattbelloni thr naturally praised debate right gopdebate,0
5830,adamogdenceo etnow ridiculous things donald trump said gopdebate http co fpkw ylzqw,0
5831,zigzagoonsquad purpose military kill people break things first time ever agreed mike huckabee gopdeb,0
5832,coach tricia realdonaldtrump streets talking people debate afterwards word street inside,1
5833,much credibility foxnews lose last night fair balanced choose gopdebate,0
5837,loved gopdebate jebbush made reference clock debate discussing wanted repub win,1
5838,katiepavlich great statement carson race divisions america gopdebate,1
5840,markmelin watch gopdebate example argue broadcast anyway public service ridiculous,0
5842,mistitweets woman amp offended realdonaldtrump megynkelly needs say women rather sensitive liberal women g,0
5843,word god got x amount questions race relations skewed sampling gopdebate https co uiiqidifzt,0
5844,foxnews nothing extension gop estab last night trying sway opinions amp news org gopdebate tcot,0
5845,zigzagoonsquad physically repulsive dare ask question like received gods blessing debate,0
5846,gopdebate voldemort donald trump toupee,0
5847,thebaxterbean reminder new jersey voters approve chris christie http co b oszkp l gopdebate http co fzkxvltcf,0
5848,kjhobbs thedemocrats really like ppact videos watching anyway gopdebate,0
5849,gopdebate swag let go trump lolololol,1
5850,gopdebate happened last night theview nothing say interesting,0
5851,dorklyenlighten u feminist vote gop paycheck gopdebate http co hcftesuix,0
5852,hey dick cheney maybe realdonaldtrump go quick hunting trip weekend endthemadness gopdebate,0
5854,nealmccluskey easy say need high standards evidence shows r solution http co xbridsyhep cato,0
5855,calebbonham randpaul shut chrischristie go one best lines debate history gopdebate,1
5858,timsullivanma take close look pic amazing everything gopdebate http co laonllalwo,1
5860,gopdebate asked realdonaldtrump bankruptcies maybe file court u amp country walk away debt,0
5863,thebaxterbean rand paul video admitting opposed civil rights act https co qzbazmv iz gopdebate http co rpjmie buv,1
5864,bonnieinchgo recap gopdebate tenmen want make choices women goptbt http co v ynztrr,0
5866,johnjohnsonson defend right every candidate gunman storms gopdebate auditorium opens fire,0
5867,elviraworship lol see color gopdebate,0
5868,senatorshoshana moment randpaul spoke key christie disagree add tweak bit rand,0
5869,get job need great resume except job potus according marcorubio gopdebate mepolitics,0
5870,hragv debate gopdebate,0
5871,learned last nights gopdebate realdonaldtrump becomes president first one move country,0
5872,edman tweetydimes gopdebate shook http co sgnkjmetqr,1
5873,kirkadurk fun idea take shot every time candidate refers old fashioned gopdebate,0
5874,donald j trump side show gopdebate represents accurately circus gop become http co fpftx nfcu,0
5875,popehat gopdebate trump system fucked say literally anything people cheer combative,0
5876,helengym though twitter fun gopdebate still party exercise bashing poor women teachers immigrants latinos trans,0
5877,jmontanapotl well stated alec sentedcruz owned gopdebate tonight always speaks truth always always https,1
5878,vacantluxuries mike huckabee looks like mr tweedy chicken run gopdebate chickenpies http co plvdwlmars,0
5879,senatorshoshana randpaul logical consistency rocks right stop funding enemies allow israel ind,1
5880,davidbadash huckabee wrong http co nsd ayzg gopdebate trans lgbt gay noh http co wt xkhvoaa,0
5881,galtsgirl trump entire gopdebate performance hate player rules made love,1
5882,lol people huckabee could mentioned went pimps prostitutes frustrated much probably perv gopdebate,0
5883,dianaurban wait wait wait guys wrote horror story people actually going vote men end,0
5884,kagatron less half speaking time trump boy randpaul carried night spectacularly gopdebate http co wnbkt,1
5885,megynkelly randpaul want collect records terrorists less records innocent americans gopdebate,1
5888,trump got double speaking time paul http co wndaiiikc gopdebate http co naioxcln,1
5889,remembered actually election year got fourteen months folks gopdebate gopclowncar,0
5891,watching gopdebate clear gop many clowns gopclowncar need eject foxnews http co pw fhlv,0
5892,alyssalafage anddd huckabee correct transgender military service armed forces social experiment gopdebate,1
5894,last night happen gopdebate,0
5895,wish could gopdebate reading recap fun itsradishtime best coverage far,1
5899,carlyfiorina go carly matthews asshat nice job gopdebate https co vmncclemd,0
5900,dr bencarson great presidential candidate proved gopdebate last night https co izasjz yex,1
5902,davidaxelrod marcorubio outrageous support abortion rape incest cases gopdebate notmypresident,0
5904,thebaxterbean funny americans worried iraq iran amp russia canadian spent b shutting us gov gopdebate htt,0
5906,loved gopdebate realdonaldtrump pointed ronald reagan evolved think like,1
5907,last nights debate super disappointing gopdebate,0
5908,comes way many turds punch bowl last night gopdebate,0
5909,wait watch presidential debate last night roast comedycentral gopdebate,0
5910,real waronwomen dems making women feel must vote worthless turd hillary simply vagina gopdebate,0
5911,mattmackowiak stephenfhayes megyn definitely bimbo foxnews standards last night gopdebate,0
5912,horrible gopdebate first question realdonaldtrump unprofessional designed put bad mood destroy,0
5915,jami usa shape debates decide winners sorry freedom says people pick winners gopdeba,0
5917,liberals cnn agree fox great job know bust http co dnkp ghkb via shareaholic gopdebate,0
5919,gopdebate johnkasich really stand debate left clueless veiw america,0
5920,already think realdonaldtrump narcissist look twitter feed apparently thinks gopdebate went well,0
5921,buickregal carly fierce amp prepared gopdebate,1
5922,slackmistress visual evidence daisyjdog thoughts last night debate posting pic dog crap,0
5924,whole debacle insult every american common sense idea history gopdebate,0
5927,claim conservative support trump nothing conservative hello gopdebate,0
5930,comment much gop know bonafide shitshow reasonable options rand paul jeb bush gopdebate,0
5932,dust randpaul chrischristie gopdebate nsa http co ezmufrvhhq christie paul brought obama hug,1
5933,stupid cons saying trump gopdebate comments fuel waronwomen rhetoric yeah b c libs needed reason use baseless accusation,0
5934,gopdebate prime example young people turned politics unmotivated run office,0
